model,disease,horizon,n,mae,rmse,r2,smape,mape,origin
sarima,sifilis,6,23,2.1471369992131772,3.121198801227284,0.9562517567773815,71.53346746370481,76.16354629364317,origin_202212
lgbm,sifilis,6,23,2.446389786961802,3.7502645662593785,0.9368400804456646,73.79173532803658,74.45383249874466,origin_202212
catboost,sifilis,6,23,2.6378081833014657,4.79142855892204,0.8969025818855225,71.67060120101807,69.87355689439052,origin_202212
xgboost,sifilis,6,23,1.879976212978363,2.5019674604340327,0.9718886909747668,71.94305888945279,68.09923461427927,origin_202212
prophet,sifilis,6,23,2.2225849114051286,2.900878336645572,0.9622100093328719,73.54379440088671,88.10420361696183,origin_202212
seasonal_naive,sifilis,12,23,5.043478260869565,9.292353097410608,-0.2931883811788687,74.11104038365112,146.6043376912942,origin_202212
seasonal_ma3,sifilis,12,23,4.36231892005257,9.145364384307351,-0.2526000187647828,79.79083708574917,108.29144149808269,origin_202212
sarima,sifilis,12,23,4.247796245243238,9.99867390792323,-0.4972530116099023,73.23792176051221,104.95336793759019,origin_202212
lgbm,sifilis,12,23,2.5374959298851194,3.9248826871303915,0.7692914197103142,74.97611846710136,89.1252104208278,origin_202212
catboost,sifilis,12,23,2.5302693669643737,4.148198411407032,0.7422910938805416,69.52664270017802,90.9899967518491,origin_202212
xgboost,sifilis,12,23,3.1426702501333277,5.449277545352704,0.5552783808854294,74.67700006794348,98.88496692894113,origin_202212
prophet,sifilis,12,23,4.120249899072715,9.641093666357925,-0.3920761414179428,68.22927547691269,111.90710835601858,origin_202212
seasonal_naive,tuberculose,1,23,3.347826086956522,6.293543966015802,0.9095270171075244,86.29620245313754,97.52258610954264,origin_201912
seasonal_ma3,tuberculose,1,23,2.420289738022763,3.085731213228078,0.9782507364757574,89.98383110668684,99.70888918831189,origin_201912
sarima,tuberculose,1,23,2.8183939327364382,4.108394795441136,0.96144571006302,83.50093761041143,89.15341772345215,origin_201912
lgbm,tuberculose,1,23,2.425801169890596,2.934347027858157,0.9803324022994244,80.29948055594957,89.23395508002423,origin_201912
catboost,tuberculose,1,23,3.057625841431531,4.77290833949139,0.9479651201020249,81.43086370475707,89.92041086065807,origin_201912
xgboost,tuberculose,1,23,2.253814767236295,2.697519904507049,0.9833789795373499,78.83000022167755,86.57059447444048,origin_201912
prophet,tuberculose,1,23,2.0779637586952604,2.6355633634165994,0.9841337135058471,82.5510957253182,85.52248082448419,origin_201912
seasonal_naive,tuberculose,3,23,2.608695652173913,3.945277859835014,0.9675410172110662,73.21652637186618,70.2177050003137,origin_201912
seasonal_ma3,tuberculose,3,23,2.043478361938311,2.705335663344678,0.9847376281519908,63.24109303757414,68.47502042466554,origin_201912
sarima,tuberculose,3,23,3.039727770763895,5.596886361231904,0.934676011567809,64.8442255559164,65.0848904468759,origin_201912
lgbm,tuberculose,3,23,2.434894996692484,3.6204674722706915,0.9726656333889149,62.25457049097744,64.03395494409146,origin_201912
catboost,tuberculose,3,23,3.2645633705828705,7.286108643529395,0.889294040467486,61.17079282471253,59.89224781780089,origin_201912
xgboost,tuberculose,3,23,2.5038028696308965,3.6133390818699933,0.9727731654778139,64.35929478844301,67.7773091145969,origin_201912
prophet,tuberculose,3,23,2.2309216947219825,3.481222626127056,0.9747277848556155,52.90767273595425,61.69317513675665,origin_201912
seasonal_naive,tuberculose,6,23,3.217391304347826,4.951942965183947,0.8072110097197039,72.42752713762019,122.07556935817804,origin_201912
seasonal_ma3,tuberculose,6,23,3.0434782466162806,6.004828968726608,0.7165135893173139,68.72081457148549,105.18978550197173,origin_201912
sarima,tuberculose,6,23,3.154007587743842,6.972437813217853,0.6177915716150226,68.70799172374579,94.19090079348031,origin_201912
lgbm,tuberculose,6,23,3.74349906565696,9.288667660610022,0.32167502132687575,69.93125430110554,101.51928383796852,origin_201912
catboost,tuberculose,6,23,3.133323841392817,7.493280525061509,0.5585566856192408,65.70901181336902,92.74529260755281,origin_201912
xgboost,tuberculose,6,23,3.11331642192343,7.137196961682789,0.5995149352234821,67.48558219437597,96.40355531843552,origin_201912
prophet,tuberculose,6,23,4.301422433158844,10.44084404611086,0.14295785594231591,76.27807070970569,115.00634765636536,origin_201912
seasonal_naive,tuberculose,12,23,2.0869565217391304,2.8130132381950976,0.959809512836761,71.5809358426808,81.55702329921559,origin_201912
seasonal_ma3,tuberculose,12,23,2.0289856273195017,3.175997336065051,0.9487681572226873,67.88745403209859,77.59533079978085,origin_201912
sarima,tuberculose,12,23,2.496294371459795,4.048280302409808,0.9167621470875903,74.51937932489257,86.2151381858538,origin_201912
lgbm,tuberculose,12,23,2.832767564811808,5.581156725637276,0.8417921040041596,73.65054585262129,82.24057180375402,origin_201912
catboost,tuberculose,12,23,2.4410919124600583,4.112210132503728,0.9141124298637087,74.89542151455792,83.68958646771361,origin_201912
xgboost,tuberculose,12,23,2.8457665236099907,5.522791998396917,0.8450837083448772,73.76931167743719,83.57126434618574,origin_201912
prophet,tuberculose,12,23,3.57429308924378,8.329830894174323,0.6475868640492808,77.55252381433401,82.37952182777622,origin_201912
seasonal_naive,tuberculose,1,23,1.6521739130434783,2.226324715563845,0.9889509746909054,61.53620374360905,48.08851415413788,origin_202012
seasonal_ma3,tuberculose,1,23,1.3623189628124237,1.9927408378396467,0.9911478534518556,53.16991851012728,37.62027347681357,origin_202012
sarima,tuberculose,1,23,2.7374854759596614,6.135665945471651,0.9160790548976914,64.12250911341687,52.60343691270912,origin_202012
lgbm,tuberculose,1,23,2.301613952474244,3.9899606668616188,0.9645117828494796,63.34260754432343,53.63794505217978,origin_202012
catboost,tuberculose,1,23,2.224170154805073,3.756417407386597,0.9685446413083718,63.37462435899527,53.22695933370206,origin_202012
xgboost,tuberculose,1,23,2.5393969235212905,5.4572831563399875,0.9336104187494553,62.780518562688606,49.457175423157814,origin_202012
prophet,tuberculose,1,23,1.3656502615094899,1.6981554776202223,0.9935716153748967,49.34349852550882,42.96919089133489,origin_202012
seasonal_naive,tuberculose,3,23,3.5217391304347827,6.3759057327601285,0.857620497881356,72.97717434081072,92.15868956278163,origin_202012
seasonal_ma3,tuberculose,3,23,2.8260869591132454,5.261747830212419,0.9030330453455631,67.06804979403891,74.11764792019086,origin_202012
sarima,tuberculose,3,23,2.3606561230009664,3.2177456394991264,0.9637367172717639,71.33694717562538,78.25385906491434,origin_202012
lgbm,tuberculose,3,23,2.10381759842443,2.859467850828817,0.9713625640209906,61.81724416613667,64.3535749816867,origin_202012
catboost,tuberculose,3,23,2.137420436834725,2.942704649304587,0.9696710729908796,60.72684009500329,69.2098863071261,origin_202012
xgboost,tuberculose,3,23,2.1825972847316577,3.0394266032262047,0.9676445819225691,63.17892574615821,66.49142114079993,origin_202012
prophet,tuberculose,3,23,2.1684123780398825,2.938025451675142,0.9697674484214016,66.74733672531032,65.34368639124256,origin_202012
seasonal_naive,tuberculose,6,23,2.391304347826087,4.544466295731929,0.9002501734779591,60.154522091923745,50.09118239314785,origin_202012
seasonal_ma3,tuberculose,6,23,1.5072462869727092,2.073527480119257,0.9792333728176624,65.19047753722379,60.625561647692535,origin_202012
sarima,tuberculose,6,23,1.34195707782941,1.9435364255307324,0.9817555092950772,53.763383660854046,39.97044460636241,origin_202012
lgbm,tuberculose,6,23,1.181518487209185,1.7404847674838477,0.9853685681451453,53.419743485764,43.642270322873514,origin_202012
catboost,tuberculose,6,23,1.4165331417172193,2.1261813056073824,0.9781653132323301,52.06613113550451,44.55343695516959,origin_202012
xgboost,tuberculose,6,23,1.1323617670847022,1.5844878867192416,0.9878738140899561,50.67545507726858,41.10682280119956,origin_202012
prophet,tuberculose,6,23,2.1391790565339277,4.0818904042461215,0.9195235045740267,65.53811249316391,52.66432337003336,origin_202012
seasonal_naive,tuberculose,12,23,4.0,6.567376552521463,0.8796535609169454,92.0374285573785,69.80283383029379,origin_202012
seasonal_ma3,tuberculose,12,23,3.115942123143569,5.057639084895873,0.9286251714957217,57.525866688840686,55.58317747961022,origin_202012
sarima,tuberculose,12,23,3.102658918572833,5.1886999948176555,0.9248781057696203,62.28268467924377,55.37787213237634,origin_202012
lgbm,tuberculose,12,23,2.4461747124972897,3.8769467984107124,0.958059935772119,53.225862190160825,50.08421481416604,origin_202012
catboost,tuberculose,12,23,3.2555070551772647,5.780988640397124,0.9067489693840689,55.806572958879265,54.505029057031365,origin_202012
xgboost,tuberculose,12,23,3.2722201813822207,6.30324631973993,0.8891392107301719,54.52212183884508,52.54046090275296,origin_202012
prophet,tuberculose,12,23,2.6378889278074875,3.619144538782376,0.9634521979213417,72.23411801420956,65.76398383660054,origin_202012
seasonal_naive,tuberculose,1,23,2.608695652173913,3.4515277020851025,0.977101621998721,74.23719950035739,96.56947547306716,origin_202112
seasonal_ma3,tuberculose,1,23,2.0144928538280986,2.730220905257746,0.9856722640569339,69.49113926409906,89.24624220113525,origin_202112
sarima,tuberculose,1,23,2.813360098263492,5.22766887707343,0.9474711205783005,61.76061685307578,67.5467708028193,origin_202112
lgbm,tuberculose,1,23,2.718912552033594,4.99932003676134,0.951959903352092,60.5476498350821,63.652682226591715,origin_202112
catboost,tuberculose,1,23,3.0177064787867383,5.176202147079854,0.9485003294682263,63.6604097950819,71.31019196985227,origin_202112
xgboost,tuberculose,1,23,2.7040742687557056,4.52777623610775,0.960594947990616,61.35775827200428,66.55134536749455,origin_202112
prophet,tuberculose,1,23,2.6433717045421115,4.228881115303746,0.9656257725829162,70.99655410643028,80.52874844326045,origin_202112
seasonal_naive,tuberculose,3,23,3.347826086956522,4.457529048406898,0.9423233099209833,77.21566702448285,70.29160517250249,origin_202112
seasonal_ma3,tuberculose,3,23,2.681159409491912,3.9848747829229794,0.9539063262630629,57.827998585229615,55.90892663417836,origin_202112
sarima,tuberculose,3,23,2.4938994438751885,3.817336216227054,0.9577007379735339,49.271375591095456,59.10118122655579,origin_202112
lgbm,tuberculose,3,23,3.3135904858966603,5.186711704534066,0.9219098632361287,54.15234630155965,58.343539781799215,origin_202112
catboost,tuberculose,3,23,2.718865309306081,3.825866212956899,0.9575114878411628,50.448961576037476,58.34915575269128,origin_202112
xgboost,tuberculose,3,23,2.9483960530032283,4.3147486706364795,0.9459590503072232,52.328764171280085,56.097131063803076,origin_202112
prophet,tuberculose,3,23,2.4966805142743014,3.5853433041512583,0.962685858121372,61.68967107918507,55.85227455051278,origin_202112
seasonal_naive,tuberculose,6,23,3.260869565217391,4.786757094135953,0.9199268038104298,75.46038895568799,62.23668062542742,origin_202112
seasonal_ma3,tuberculose,6,23,3.11594213998836,5.141007261130213,0.9076364068888475,64.92941561831888,49.14554950116721,origin_202112
sarima,tuberculose,6,23,3.129078691420348,4.2334181687489485,0.937369378175247,67.24989609050475,74.65366596128295,origin_202112
lgbm,tuberculose,6,23,2.9439036925299336,4.217149707004726,0.9378498155328363,66.07541531199175,60.8029610843121,origin_202112
catboost,tuberculose,6,23,2.86486700245881,3.9982201324968507,0.9441352591821531,66.05847843707595,58.930889127392604,origin_202112
xgboost,tuberculose,6,23,2.869810772978741,3.8500389701609703,0.9481994184076522,68.3340608201816,69.04902736123687,origin_202112
prophet,tuberculose,6,23,2.1247650655935115,3.0514553828587974,0.9674599337043169,52.035915065556935,50.5796548971288,origin_202112
seasonal_naive,tuberculose,12,23,3.0869565217391304,4.185897649302331,0.9577198168117211,62.82612950097256,75.85250650573572,origin_202112
seasonal_ma3,tuberculose,12,23,3.1739129229732184,5.375287435871298,0.9302790918831227,70.25524985443622,68.88786233898301,origin_202112
sarima,tuberculose,12,23,3.0018141425174214,4.0246260511679335,0.9609149458254865,68.0717111458733,73.76228244552827,origin_202112
lgbm,tuberculose,12,23,2.9581501751949966,3.978508184405594,0.9618055586853904,72.06938334006418,75.3482609247625,origin_202112
catboost,tuberculose,12,23,2.904084447941803,3.742733447522473,0.9661983853079049,73.57409087603257,76.01112000760746,origin_202112
xgboost,tuberculose,12,23,2.9430419413939766,4.238948836029023,0.9566413252548234,68.6575930208122,69.99638102992363,origin_202112
prophet,tuberculose,12,23,2.4536842131413836,3.0786705609092206,0.9771289508112093,76.46663731860053,80.72954338332244,origin_202112
seasonal_naive,tuberculose,1,23,3.869565217391304,4.903414959073887,0.9583442502685566,83.23644279349023,97.79339128153357,origin_202212
seasonal_ma3,tuberculose,1,23,3.8695652355318484,5.361790029732368,0.9501922107487034,70.02176789368725,85.4576440630284,origin_202212
sarima,tuberculose,1,23,3.955337666946909,6.459419219445099,0.9277122673736738,63.033965448596575,93.69508865627463,origin_202212
lgbm,tuberculose,1,23,3.8627192482268815,6.895818552652662,0.9176147789734048,59.601992592227084,88.83675740681672,origin_202212
catboost,tuberculose,1,23,3.8539550749284284,6.542123975181208,0.92584930944791,61.95741087775699,86.16825243475601,origin_202212
xgboost,tuberculose,1,23,3.7794022637864817,6.395708616387447,0.9291312130723774,60.26818691390633,88.18581526731826,origin_202212
prophet,tuberculose,1,23,4.0135931503789095,6.82747513629881,0.9192397016606106,56.77723442276271,78.11517513531805,origin_202212
seasonal_naive,tuberculose,3,23,4.695652173913044,9.240741547507218,0.8782373363810838,72.48095817631189,79.80000855730903,origin_202212
seasonal_ma3,tuberculose,3,23,4.42028976134632,8.656347904653932,0.8931511387673079,73.41526297091727,66.99655742228525,origin_202212
sarima,tuberculose,3,23,3.834225250327069,8.540497523161541,0.8959919785976891,61.062134837791795,67.97409872661572,origin_202212
lgbm,tuberculose,3,23,4.1954519163389055,9.988951284112979,0.8577211708237384,61.183058294475664,62.69688853113395,origin_202212
catboost,tuberculose,3,23,3.567776988253499,7.331910780895627,0.9233459976581789,59.206661275645864,60.36845003484077,origin_202212
xgboost,tuberculose,3,23,3.7738594024077705,8.224341714739264,0.9035498770216953,60.037419711427894,61.692194161562,origin_202212
prophet,tuberculose,3,23,4.274003539395698,9.865501205333672,0.8612161917409893,75.7534330065328,61.48236458494921,origin_202212
seasonal_naive,tuberculose,6,23,4.0,6.1785041105010405,0.9153270103231108,69.07688581329727,55.7671837019663,origin_202212
seasonal_ma3,tuberculose,6,23,4.362318768449452,8.461049826069026,0.8412086943896753,75.82148663956848,56.46865772181718,origin_202212
sarima,tuberculose,6,23,3.1434670323910923,4.567011720144031,0.9537360759118781,54.66888420855063,64.03026353990604,origin_202212
lgbm,tuberculose,6,23,3.381670516430415,5.6881544579060686,0.9282336306092763,53.61146588654015,51.30800426567822,origin_202212
catboost,tuberculose,6,23,3.5209230634410686,6.360330471639294,0.9102700186932288,53.18901651281334,54.31890084243073,origin_202212
xgboost,tuberculose,6,23,3.7013854876808496,6.640840488559913,0.9021807537854674,54.76151358139627,54.012658673574975,origin_202212
prophet,tuberculose,6,23,3.0735053369236853,5.120782274825528,0.941836459302278,56.144434051374645,49.614145034534296,origin_202212
seasonal_naive,tuberculose,12,23,3.3043478260869565,6.587207629020516,0.7928152360321328,59.12595279081454,59.59631144413753,origin_202212
seasonal_ma3,tuberculose,12,23,2.376811473265938,3.8785918367645227,0.9281704297990931,44.84396573443783,44.42990691611971,origin_202212
sarima,tuberculose,12,23,2.3118780644043633,4.862303261593464,0.8871142314191299,39.083144658516034,43.12764636535679,origin_202212
lgbm,tuberculose,12,23,2.729648753721209,5.850686368901559,0.8365560890671042,41.13082153344002,45.970426071027894,origin_202212
catboost,tuberculose,12,23,2.8353027721806874,5.511297379525284,0.8549683458060976,43.86313431373487,49.19675799233739,origin_202212
xgboost,tuberculose,12,23,2.7424860441166423,6.0835364924488955,0.8232874699984432,40.544414486662795,43.717370672385144,origin_202212
prophet,tuberculose,12,23,2.870951439098516,7.218219723685771,0.751220090503602,41.88331586232342,45.64867416524809,origin_202212
