model,disease,horizon,origin,cd_mun,time_idx,y_true,y_pred
seasonal_ma3,hanseniase,3,origin_202012,3506003,254,2.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3509502,254,3.0,1.6666666269302368
seasonal_ma3,hanseniase,3,origin_202012,3510609,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3513801,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3518701,254,0.0,0.3333333432674408
seasonal_ma3,hanseniase,3,origin_202012,3518800,254,0.0,1.3333333730697632
seasonal_ma3,hanseniase,3,origin_202012,3522208,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3525904,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3529401,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3534401,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3536505,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3541000,254,0.0,0.3333333432674408
seasonal_ma3,hanseniase,3,origin_202012,3543402,254,1.0,1.0
seasonal_ma3,hanseniase,3,origin_202012,3547809,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3548500,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3548708,254,0.0,0.3333333432674408
seasonal_ma3,hanseniase,3,origin_202012,3549805,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3549904,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3550308,254,2.0,3.0
seasonal_ma3,hanseniase,3,origin_202012,3551009,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3552205,254,0.0,0.0
seasonal_ma3,hanseniase,3,origin_202012,3554102,254,0.0,0.0
sarima,hanseniase,3,origin_202012,3505708,254,0.0,0.08987261354923248
sarima,hanseniase,3,origin_202012,3506003,254,2.0,-2.7232859134674072
sarima,hanseniase,3,origin_202012,3509502,254,3.0,4.104966163635254
sarima,hanseniase,3,origin_202012,3510609,254,0.0,0.1269841343164444
sarima,hanseniase,3,origin_202012,3513801,254,0.0,0.0900164470076561
sarima,hanseniase,3,origin_202012,3518701,254,0.0,0.6742687821388245
sarima,hanseniase,3,origin_202012,3518800,254,0.0,0.2315891981124878
sarima,hanseniase,3,origin_202012,3522208,254,0.0,0.026269713416695595
sarima,hanseniase,3,origin_202012,3525904,254,0.0,0.6563093662261963
sarima,hanseniase,3,origin_202012,3529401,254,0.0,0.0634920597076416
sarima,hanseniase,3,origin_202012,3534401,254,0.0,0.20332849025726318
sarima,hanseniase,3,origin_202012,3536505,254,0.0,-0.013514205813407898
sarima,hanseniase,3,origin_202012,3541000,254,0.0,0.05234517529606819
sarima,hanseniase,3,origin_202012,3543402,254,1.0,1.0628223419189453
sarima,hanseniase,3,origin_202012,3547809,254,0.0,0.115079365670681
sarima,hanseniase,3,origin_202012,3548500,254,0.0,0.0873015969991684
sarima,hanseniase,3,origin_202012,3548708,254,0.0,0.09501197189092636
sarima,hanseniase,3,origin_202012,3549805,254,0.0,0.038360849022865295
sarima,hanseniase,3,origin_202012,3549904,254,0.0,0.1349206417798996
sarima,hanseniase,3,origin_202012,3550308,254,2.0,4.43623161315918
sarima,hanseniase,3,origin_202012,3551009,254,0.0,0.1269841343164444
sarima,hanseniase,3,origin_202012,3552205,254,0.0,0.130952388048172
sarima,hanseniase,3,origin_202012,3554102,254,0.0,0.13444268703460693
lgbm,hanseniase,3,origin_202012,3505708,254,0.0,0.11849060343911028
lgbm,hanseniase,3,origin_202012,3506003,254,2.0,0.6717403660057754
lgbm,hanseniase,3,origin_202012,3509502,254,3.0,5.280833882917772
lgbm,hanseniase,3,origin_202012,3510609,254,0.0,0.07860522239904764
lgbm,hanseniase,3,origin_202012,3513801,254,0.0,0.1807966192745166
lgbm,hanseniase,3,origin_202012,3518701,254,0.0,0.4536949238829506
lgbm,hanseniase,3,origin_202012,3518800,254,0.0,0.707323669822622
lgbm,hanseniase,3,origin_202012,3522208,254,0.0,0.03339974088056993
lgbm,hanseniase,3,origin_202012,3525904,254,0.0,0.141609613264988
lgbm,hanseniase,3,origin_202012,3529401,254,0.0,0.09277239366554456
lgbm,hanseniase,3,origin_202012,3534401,254,0.0,0.19054598278995383
lgbm,hanseniase,3,origin_202012,3536505,254,0.0,0.03896465911845524
lgbm,hanseniase,3,origin_202012,3541000,254,0.0,0.057921057168147536
lgbm,hanseniase,3,origin_202012,3543402,254,1.0,1.1526134229022564
lgbm,hanseniase,3,origin_202012,3547809,254,0.0,0.08977038343063572
lgbm,hanseniase,3,origin_202012,3548500,254,0.0,0.06214507068436468
lgbm,hanseniase,3,origin_202012,3548708,254,0.0,0.11797717019619085
lgbm,hanseniase,3,origin_202012,3549805,254,0.0,0.17915728002286047
lgbm,hanseniase,3,origin_202012,3549904,254,0.0,0.14775902909623598
lgbm,hanseniase,3,origin_202012,3550308,254,2.0,1.4658275176363342
lgbm,hanseniase,3,origin_202012,3551009,254,0.0,0.050954349118266656
lgbm,hanseniase,3,origin_202012,3552205,254,0.0,0.10378368603300056
lgbm,hanseniase,3,origin_202012,3554102,254,0.0,0.12663052610541406
catboost,hanseniase,3,origin_202012,3505708,254,0.0,0.1278846625285881
catboost,hanseniase,3,origin_202012,3506003,254,2.0,0.9651807747888954
catboost,hanseniase,3,origin_202012,3509502,254,3.0,4.875586697674682
catboost,hanseniase,3,origin_202012,3510609,254,0.0,0.09813718471238159
catboost,hanseniase,3,origin_202012,3513801,254,0.0,0.043010771632832116
catboost,hanseniase,3,origin_202012,3518701,254,0.0,0.4616495432751129
catboost,hanseniase,3,origin_202012,3518800,254,0.0,0.36967255810890953
catboost,hanseniase,3,origin_202012,3522208,254,0.0,0.07008685900274089
catboost,hanseniase,3,origin_202012,3525904,254,0.0,0.22450353339073076
catboost,hanseniase,3,origin_202012,3529401,254,0.0,0.10358836362488584
catboost,hanseniase,3,origin_202012,3534401,254,0.0,0.11293877808503641
catboost,hanseniase,3,origin_202012,3536505,254,0.0,0.04972999009659969
catboost,hanseniase,3,origin_202012,3541000,254,0.0,0.06817176571459184
catboost,hanseniase,3,origin_202012,3543402,254,1.0,1.834807614956837
catboost,hanseniase,3,origin_202012,3547809,254,0.0,0.10899882596110898
catboost,hanseniase,3,origin_202012,3548500,254,0.0,0.09258063111569659
catboost,hanseniase,3,origin_202012,3548708,254,0.0,0.1647885575316725
catboost,hanseniase,3,origin_202012,3549805,254,0.0,0.44692525557429624
catboost,hanseniase,3,origin_202012,3549904,254,0.0,0.1161648294015602
catboost,hanseniase,3,origin_202012,3550308,254,2.0,2.522740797414064
catboost,hanseniase,3,origin_202012,3551009,254,0.0,0.08459305470573478
catboost,hanseniase,3,origin_202012,3552205,254,0.0,0.10460884193761867
catboost,hanseniase,3,origin_202012,3554102,254,0.0,0.1598117798579085
xgboost,hanseniase,3,origin_202012,3505708,254,0.0,0.1441705822944641
xgboost,hanseniase,3,origin_202012,3506003,254,2.0,0.8467958569526672
xgboost,hanseniase,3,origin_202012,3509502,254,3.0,4.170276641845703
xgboost,hanseniase,3,origin_202012,3510609,254,0.0,0.0889148935675621
xgboost,hanseniase,3,origin_202012,3513801,254,0.0,0.11085933446884155
xgboost,hanseniase,3,origin_202012,3518701,254,0.0,0.4787546694278717
xgboost,hanseniase,3,origin_202012,3518800,254,0.0,0.5211890339851379
xgboost,hanseniase,3,origin_202012,3522208,254,0.0,0.024204015731811523
xgboost,hanseniase,3,origin_202012,3525904,254,0.0,0.17748510837554932
xgboost,hanseniase,3,origin_202012,3529401,254,0.0,0.06368225812911987
xgboost,hanseniase,3,origin_202012,3534401,254,0.0,0.12369322031736374
xgboost,hanseniase,3,origin_202012,3536505,254,0.0,0.03732907772064209
xgboost,hanseniase,3,origin_202012,3541000,254,0.0,0.08349571377038956
xgboost,hanseniase,3,origin_202012,3543402,254,1.0,1.210720419883728
xgboost,hanseniase,3,origin_202012,3547809,254,0.0,0.09304835647344589
xgboost,hanseniase,3,origin_202012,3548500,254,0.0,0.05381525680422783
xgboost,hanseniase,3,origin_202012,3548708,254,0.0,0.1320534199476242
xgboost,hanseniase,3,origin_202012,3549805,254,0.0,0.17288385331630707
xgboost,hanseniase,3,origin_202012,3549904,254,0.0,0.16621552407741547
xgboost,hanseniase,3,origin_202012,3550308,254,2.0,2.148209571838379
xgboost,hanseniase,3,origin_202012,3551009,254,0.0,0.052858177572488785
xgboost,hanseniase,3,origin_202012,3552205,254,0.0,0.10483303666114807
xgboost,hanseniase,3,origin_202012,3554102,254,0.0,0.20992664992809296
prophet,hanseniase,3,origin_202012,3505708,254,0.0,0.09050065647184652
prophet,hanseniase,3,origin_202012,3506003,254,2.0,0.0
prophet,hanseniase,3,origin_202012,3509502,254,3.0,2.2396493907936588
prophet,hanseniase,3,origin_202012,3510609,254,0.0,0.08381692689392392
prophet,hanseniase,3,origin_202012,3513801,254,0.0,0.14451238353117044
prophet,hanseniase,3,origin_202012,3518701,254,0.0,1.8909859964727205
prophet,hanseniase,3,origin_202012,3518800,254,0.0,0.17212022363565588
prophet,hanseniase,3,origin_202012,3522208,254,0.0,0.001824772296146894
prophet,hanseniase,3,origin_202012,3525904,254,0.0,0.7599831702039793
prophet,hanseniase,3,origin_202012,3529401,254,0.0,0.05564574815940947
prophet,hanseniase,3,origin_202012,3534401,254,0.0,0.2472058644249662
prophet,hanseniase,3,origin_202012,3536505,254,0.0,0.0193573455862584
prophet,hanseniase,3,origin_202012,3541000,254,0.0,0.11323017361305247
prophet,hanseniase,3,origin_202012,3543402,254,1.0,1.045935820265089
prophet,hanseniase,3,origin_202012,3547809,254,0.0,0.05646638123044091
prophet,hanseniase,3,origin_202012,3548500,254,0.0,0.017776039895848944
prophet,hanseniase,3,origin_202012,3548708,254,0.0,0.19820409643301348
prophet,hanseniase,3,origin_202012,3549805,254,0.0,0.5288257386612035
prophet,hanseniase,3,origin_202012,3549904,254,0.0,0.27044551416994267
prophet,hanseniase,3,origin_202012,3550308,254,2.0,3.8243055027162596
prophet,hanseniase,3,origin_202012,3551009,254,0.0,0.06325257788420185
prophet,hanseniase,3,origin_202012,3552205,254,0.0,0.03646719990913812
prophet,hanseniase,3,origin_202012,3554102,254,0.0,0.021761126682874332
seasonal_naive,hanseniase,6,origin_202012,3505708,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3506003,257,0.0,1.0
seasonal_naive,hanseniase,6,origin_202012,3509502,257,4.0,3.0
seasonal_naive,hanseniase,6,origin_202012,3510609,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3513801,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3518701,257,0.0,3.0
seasonal_naive,hanseniase,6,origin_202012,3518800,257,1.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3522208,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3525904,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3529401,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3534401,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3536505,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3541000,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3543402,257,0.0,2.0
seasonal_naive,hanseniase,6,origin_202012,3547809,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3548500,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3548708,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3549805,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3549904,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3550308,257,2.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3551009,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3552205,257,0.0,0.0
seasonal_naive,hanseniase,6,origin_202012,3554102,257,0.0,1.0
seasonal_ma3,hanseniase,6,origin_202012,3505708,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3506003,257,0.0,0.3333333432674408
seasonal_ma3,hanseniase,6,origin_202012,3509502,257,4.0,2.3333332538604736
seasonal_ma3,hanseniase,6,origin_202012,3510609,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3513801,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3518701,257,0.0,6.0
seasonal_ma3,hanseniase,6,origin_202012,3518800,257,1.0,0.3333333432674408
seasonal_ma3,hanseniase,6,origin_202012,3522208,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3525904,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3529401,257,0.0,0.3333333432674408
seasonal_ma3,hanseniase,6,origin_202012,3534401,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3536505,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3541000,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3543402,257,0.0,0.6666666865348816
seasonal_ma3,hanseniase,6,origin_202012,3547809,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3548500,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3548708,257,0.0,0.3333333432674408
seasonal_ma3,hanseniase,6,origin_202012,3549805,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3549904,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3550308,257,2.0,4.666666507720947
seasonal_ma3,hanseniase,6,origin_202012,3551009,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3552205,257,0.0,0.0
seasonal_ma3,hanseniase,6,origin_202012,3554102,257,0.0,0.3333333432674408
sarima,hanseniase,6,origin_202012,3505708,257,0.0,0.08958360552787781
sarima,hanseniase,6,origin_202012,3506003,257,0.0,-3.4820687770843506
sarima,hanseniase,6,origin_202012,3509502,257,4.0,4.104966163635254
sarima,hanseniase,6,origin_202012,3510609,257,0.0,0.1269841343164444
sarima,hanseniase,6,origin_202012,3513801,257,0.0,0.12028578668832779
sarima,hanseniase,6,origin_202012,3518701,257,0.0,0.7932513356208801
sarima,hanseniase,6,origin_202012,3518800,257,1.0,0.19726517796516418
sarima,hanseniase,6,origin_202012,3522208,257,0.0,0.027025990188121796
sarima,hanseniase,6,origin_202012,3525904,257,0.0,0.8585509061813354
sarima,hanseniase,6,origin_202012,3529401,257,0.0,0.0634920597076416
sarima,hanseniase,6,origin_202012,3534401,257,0.0,0.20332849025726318
sarima,hanseniase,6,origin_202012,3536505,257,0.0,-0.017437385395169258
sarima,hanseniase,6,origin_202012,3541000,257,0.0,0.05234517529606819
sarima,hanseniase,6,origin_202012,3543402,257,0.0,1.0633584260940552
sarima,hanseniase,6,origin_202012,3547809,257,0.0,0.115079365670681
sarima,hanseniase,6,origin_202012,3548500,257,0.0,0.0873015969991684
sarima,hanseniase,6,origin_202012,3548708,257,0.0,0.09659523516893387
sarima,hanseniase,6,origin_202012,3549805,257,0.0,0.038360849022865295
sarima,hanseniase,6,origin_202012,3549904,257,0.0,0.1349206417798996
sarima,hanseniase,6,origin_202012,3550308,257,2.0,4.836462497711182
sarima,hanseniase,6,origin_202012,3551009,257,0.0,0.1269841343164444
sarima,hanseniase,6,origin_202012,3552205,257,0.0,0.130952388048172
sarima,hanseniase,6,origin_202012,3554102,257,0.0,0.14201977849006653
lgbm,hanseniase,6,origin_202012,3505708,257,0.0,0.07141300095392163
lgbm,hanseniase,6,origin_202012,3506003,257,0.0,0.6586403429128148
lgbm,hanseniase,6,origin_202012,3509502,257,4.0,2.192479498755922
lgbm,hanseniase,6,origin_202012,3510609,257,0.0,0.11338438700691986
lgbm,hanseniase,6,origin_202012,3513801,257,0.0,0.28805606893784996
lgbm,hanseniase,6,origin_202012,3518701,257,0.0,1.2309704777800827
lgbm,hanseniase,6,origin_202012,3518800,257,1.0,0.3538565580887071
lgbm,hanseniase,6,origin_202012,3522208,257,0.0,0.033236852424306226
lgbm,hanseniase,6,origin_202012,3525904,257,0.0,0.08171593705726292
lgbm,hanseniase,6,origin_202012,3529401,257,0.0,0.07009467105522986
lgbm,hanseniase,6,origin_202012,3534401,257,0.0,0.11235682826089023
lgbm,hanseniase,6,origin_202012,3536505,257,0.0,0.03050445370522351
lgbm,hanseniase,6,origin_202012,3541000,257,0.0,0.05627123862484522
lgbm,hanseniase,6,origin_202012,3543402,257,0.0,0.7285213036524034
lgbm,hanseniase,6,origin_202012,3547809,257,0.0,0.14103727442775416
lgbm,hanseniase,6,origin_202012,3548500,257,0.0,0.07981773404548041
lgbm,hanseniase,6,origin_202012,3548708,257,0.0,0.14419337624836637
lgbm,hanseniase,6,origin_202012,3549805,257,0.0,0.1588875164470267
lgbm,hanseniase,6,origin_202012,3549904,257,0.0,0.07084902966811082
lgbm,hanseniase,6,origin_202012,3550308,257,2.0,1.1996036995935566
lgbm,hanseniase,6,origin_202012,3551009,257,0.0,0.09728519405084142
lgbm,hanseniase,6,origin_202012,3552205,257,0.0,0.07136731821349852
lgbm,hanseniase,6,origin_202012,3554102,257,0.0,0.13245212753749946
catboost,hanseniase,6,origin_202012,3505708,257,0.0,0.11623811910167778
catboost,hanseniase,6,origin_202012,3506003,257,0.0,0.5603159291181451
catboost,hanseniase,6,origin_202012,3509502,257,4.0,2.5010359533368285
catboost,hanseniase,6,origin_202012,3510609,257,0.0,0.11069113552135926
catboost,hanseniase,6,origin_202012,3513801,257,0.0,0.05074908439286407
catboost,hanseniase,6,origin_202012,3518701,257,0.0,0.7413740959874041
catboost,hanseniase,6,origin_202012,3518800,257,1.0,0.22023042041509397
catboost,hanseniase,6,origin_202012,3522208,257,0.0,0.08969594182487484
catboost,hanseniase,6,origin_202012,3525904,257,0.0,0.2127374507701423
catboost,hanseniase,6,origin_202012,3529401,257,0.0,0.1208125365246316
catboost,hanseniase,6,origin_202012,3534401,257,0.0,0.14436745747174892
catboost,hanseniase,6,origin_202012,3536505,257,0.0,0.045582436971133525
catboost,hanseniase,6,origin_202012,3541000,257,0.0,0.09159445932929894
catboost,hanseniase,6,origin_202012,3543402,257,0.0,0.7198365697046968
catboost,hanseniase,6,origin_202012,3547809,257,0.0,0.2009668947245397
catboost,hanseniase,6,origin_202012,3548500,257,0.0,0.10776112259286269
catboost,hanseniase,6,origin_202012,3548708,257,0.0,0.18286563281618154
catboost,hanseniase,6,origin_202012,3549805,257,0.0,0.16806999214979662
catboost,hanseniase,6,origin_202012,3549904,257,0.0,0.15546265183226168
catboost,hanseniase,6,origin_202012,3550308,257,2.0,1.8646115408909316
catboost,hanseniase,6,origin_202012,3551009,257,0.0,0.10060782134164181
catboost,hanseniase,6,origin_202012,3552205,257,0.0,0.12691528533533816
catboost,hanseniase,6,origin_202012,3554102,257,0.0,0.18173964834552467
xgboost,hanseniase,6,origin_202012,3505708,257,0.0,0.12307340651750565
xgboost,hanseniase,6,origin_202012,3506003,257,0.0,0.613341748714447
xgboost,hanseniase,6,origin_202012,3509502,257,4.0,3.6858444213867188
xgboost,hanseniase,6,origin_202012,3510609,257,0.0,0.08574040234088898
xgboost,hanseniase,6,origin_202012,3513801,257,0.0,0.14132364094257355
xgboost,hanseniase,6,origin_202012,3518701,257,0.0,0.930404782295227
xgboost,hanseniase,6,origin_202012,3518800,257,1.0,0.3891681730747223
xgboost,hanseniase,6,origin_202012,3522208,257,0.0,0.03020313009619713
xgboost,hanseniase,6,origin_202012,3525904,257,0.0,0.10017194598913193
xgboost,hanseniase,6,origin_202012,3529401,257,0.0,0.09931075572967529
xgboost,hanseniase,6,origin_202012,3534401,257,0.0,0.0971173495054245
xgboost,hanseniase,6,origin_202012,3536505,257,0.0,0.03020142950117588
xgboost,hanseniase,6,origin_202012,3541000,257,0.0,0.10273052752017975
xgboost,hanseniase,6,origin_202012,3543402,257,0.0,0.731053352355957
xgboost,hanseniase,6,origin_202012,3547809,257,0.0,0.12177704274654388
xgboost,hanseniase,6,origin_202012,3548500,257,0.0,0.0904318168759346
xgboost,hanseniase,6,origin_202012,3548708,257,0.0,0.1582203507423401
xgboost,hanseniase,6,origin_202012,3549805,257,0.0,0.2040669471025467
xgboost,hanseniase,6,origin_202012,3549904,257,0.0,0.09350614994764328
xgboost,hanseniase,6,origin_202012,3550308,257,2.0,2.5804295539855957
xgboost,hanseniase,6,origin_202012,3551009,257,0.0,0.10091397911310196
xgboost,hanseniase,6,origin_202012,3552205,257,0.0,0.10332073271274567
xgboost,hanseniase,6,origin_202012,3554102,257,0.0,0.14556770026683807
prophet,hanseniase,6,origin_202012,3505708,257,0.0,0.0
prophet,hanseniase,6,origin_202012,3506003,257,0.0,0.0
prophet,hanseniase,6,origin_202012,3509502,257,4.0,1.8812777254235886
prophet,hanseniase,6,origin_202012,3510609,257,0.0,0.07084030853794383
prophet,hanseniase,6,origin_202012,3513801,257,0.0,0.18820134870783847
prophet,hanseniase,6,origin_202012,3518701,257,0.0,2.7994838664685817
prophet,hanseniase,6,origin_202012,3518800,257,1.0,0.0
prophet,hanseniase,6,origin_202012,3522208,257,0.0,0.002641815308322991
prophet,hanseniase,6,origin_202012,3525904,257,0.0,0.0
prophet,hanseniase,6,origin_202012,3529401,257,0.0,0.09948491376355126
prophet,hanseniase,6,origin_202012,3534401,257,0.0,0.10125331556190117
prophet,hanseniase,6,origin_202012,3536505,257,0.0,0.0
prophet,hanseniase,6,origin_202012,3541000,257,0.0,0.06629367366406089
prophet,hanseniase,6,origin_202012,3543402,257,0.0,1.179606217300111
prophet,hanseniase,6,origin_202012,3547809,257,0.0,0.10590679983099927
prophet,hanseniase,6,origin_202012,3548500,257,0.0,0.018513156636638772
prophet,hanseniase,6,origin_202012,3548708,257,0.0,0.24503137122149385
prophet,hanseniase,6,origin_202012,3549805,257,0.0,0.01834109457247335
prophet,hanseniase,6,origin_202012,3549904,257,0.0,0.12122988565348249
prophet,hanseniase,6,origin_202012,3550308,257,2.0,4.725039384536018
prophet,hanseniase,6,origin_202012,3551009,257,0.0,0.012913874223518418
prophet,hanseniase,6,origin_202012,3552205,257,0.0,0.037881711695083725
prophet,hanseniase,6,origin_202012,3554102,257,0.0,0.21144332614241662
seasonal_naive,hanseniase,12,origin_202012,3505708,263,0.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3506003,263,0.0,1.0
seasonal_naive,hanseniase,12,origin_202012,3509502,263,1.0,6.0
seasonal_naive,hanseniase,12,origin_202012,3510609,263,0.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3513801,263,0.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3518701,263,1.0,2.0
seasonal_naive,hanseniase,12,origin_202012,3518800,263,1.0,1.0
seasonal_naive,hanseniase,12,origin_202012,3522208,263,0.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3525904,263,0.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3529401,263,0.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3534401,263,0.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3536505,263,0.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3541000,263,0.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3543402,263,2.0,1.0
seasonal_naive,hanseniase,12,origin_202012,3547809,263,1.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3548500,263,1.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3548708,263,1.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3549805,263,0.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3549904,263,0.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3550308,263,3.0,2.0
seasonal_naive,hanseniase,12,origin_202012,3551009,263,1.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3552205,263,0.0,0.0
seasonal_naive,hanseniase,12,origin_202012,3554102,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3505708,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3506003,263,0.0,0.6666666865348816
seasonal_ma3,hanseniase,12,origin_202012,3509502,263,1.0,3.3333332538604736
seasonal_ma3,hanseniase,12,origin_202012,3510609,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3513801,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3518701,263,1.0,2.0
seasonal_ma3,hanseniase,12,origin_202012,3518800,263,1.0,0.3333333432674408
seasonal_ma3,hanseniase,12,origin_202012,3522208,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3525904,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3529401,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3534401,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3536505,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3541000,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3543402,263,2.0,0.3333333432674408
seasonal_ma3,hanseniase,12,origin_202012,3547809,263,1.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3548500,263,1.0,0.3333333432674408
seasonal_ma3,hanseniase,12,origin_202012,3548708,263,1.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3549805,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3549904,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3550308,263,3.0,0.6666666865348816
seasonal_ma3,hanseniase,12,origin_202012,3551009,263,1.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3552205,263,0.0,0.0
seasonal_ma3,hanseniase,12,origin_202012,3554102,263,0.0,0.6666666865348816
sarima,hanseniase,12,origin_202012,3505708,263,0.0,0.08958452939987183
sarima,hanseniase,12,origin_202012,3506003,263,0.0,-4.992919445037842
sarima,hanseniase,12,origin_202012,3509502,263,1.0,4.104966163635254
sarima,hanseniase,12,origin_202012,3510609,263,0.0,0.1269841343164444
sarima,hanseniase,12,origin_202012,3513801,263,0.0,0.13793811202049255
sarima,hanseniase,12,origin_202012,3518701,263,1.0,0.9381399750709534
sarima,hanseniase,12,origin_202012,3518800,263,1.0,0.12861712276935577
sarima,hanseniase,12,origin_202012,3522208,263,0.0,0.02816786803305149
sarima,hanseniase,12,origin_202012,3525904,263,0.0,0.8649511933326721
sarima,hanseniase,12,origin_202012,3529401,263,0.0,0.0634920597076416
sarima,hanseniase,12,origin_202012,3534401,263,0.0,0.20332849025726318
sarima,hanseniase,12,origin_202012,3536505,263,0.0,-0.02132311277091503
sarima,hanseniase,12,origin_202012,3541000,263,0.0,0.05234517529606819
sarima,hanseniase,12,origin_202012,3543402,263,2.0,1.0633630752563477
sarima,hanseniase,12,origin_202012,3547809,263,1.0,0.115079365670681
sarima,hanseniase,12,origin_202012,3548500,263,1.0,0.0873015969991684
sarima,hanseniase,12,origin_202012,3548708,263,1.0,0.09906457364559174
sarima,hanseniase,12,origin_202012,3549805,263,0.0,0.038360849022865295
sarima,hanseniase,12,origin_202012,3549904,263,0.0,0.1349206417798996
sarima,hanseniase,12,origin_202012,3550308,263,3.0,4.965412616729736
sarima,hanseniase,12,origin_202012,3551009,263,1.0,0.1269841343164444
sarima,hanseniase,12,origin_202012,3552205,263,0.0,0.130952388048172
sarima,hanseniase,12,origin_202012,3554102,263,0.0,0.15107400715351105
lgbm,hanseniase,12,origin_202012,3505708,263,0.0,0.06599945254381594
lgbm,hanseniase,12,origin_202012,3506003,263,0.0,0.5921914084920368
lgbm,hanseniase,12,origin_202012,3509502,263,1.0,2.7784326239852764
lgbm,hanseniase,12,origin_202012,3510609,263,0.0,0.03713695174581309
lgbm,hanseniase,12,origin_202012,3513801,263,0.0,0.07890845102540875
lgbm,hanseniase,12,origin_202012,3518701,263,1.0,1.442927885358012
lgbm,hanseniase,12,origin_202012,3518800,263,1.0,0.38015734896906195
