model,disease,horizon,origin,cd_mun,time_idx,y_true,y_pred,seed
deepar,hepatite,1,origin_201912,3505708,240,0.0,0.5,42
deepar,hepatite,3,origin_201912,3505708,242,0.0,0.5399999618530273,42
deepar,hepatite,6,origin_201912,3505708,245,1.0,0.4599999785423279,42
deepar,hepatite,12,origin_201912,3505708,251,2.0,0.5199999809265137,42
deepar,hepatite,1,origin_201912,3506003,240,4.0,1.059999942779541,42
deepar,hepatite,3,origin_201912,3506003,242,1.0,1.2300000190734863,42
deepar,hepatite,6,origin_201912,3506003,245,0.0,0.25,42
deepar,hepatite,12,origin_201912,3506003,251,2.0,0.12999999523162842,42
deepar,hepatite,1,origin_201912,3509502,240,0.0,1.8399999141693115,42
deepar,hepatite,3,origin_201912,3509502,242,2.0,1.7699999809265137,42
deepar,hepatite,6,origin_201912,3509502,245,0.0,1.0199999809265137,42
deepar,hepatite,12,origin_201912,3509502,251,2.0,1.0699999332427979,42
deepar,hepatite,1,origin_201912,3510609,240,1.0,0.2199999988079071,42
deepar,hepatite,3,origin_201912,3510609,242,0.0,0.25999999046325684,42
deepar,hepatite,6,origin_201912,3510609,245,1.0,0.22999998927116394,42
deepar,hepatite,12,origin_201912,3510609,251,0.0,0.14000000059604645,42
deepar,hepatite,1,origin_201912,3513801,240,0.0,0.3199999928474426,42
deepar,hepatite,3,origin_201912,3513801,242,0.0,0.029999999329447746,42
deepar,hepatite,6,origin_201912,3513801,245,0.0,0.19999998807907104,42
deepar,hepatite,12,origin_201912,3513801,251,0.0,0.3999999761581421,42
deepar,hepatite,1,origin_201912,3518701,240,0.0,0.0,42
deepar,hepatite,3,origin_201912,3518701,242,0.0,0.10999999940395355,42
deepar,hepatite,6,origin_201912,3518701,245,0.0,0.009999999776482582,42
deepar,hepatite,12,origin_201912,3518701,251,0.0,0.14999999105930328,42
deepar,hepatite,1,origin_201912,3518800,240,0.0,0.0,42
deepar,hepatite,3,origin_201912,3518800,242,0.0,0.009999999776482582,42
deepar,hepatite,6,origin_201912,3518800,245,0.0,0.03999999910593033,42
deepar,hepatite,12,origin_201912,3518800,251,0.0,0.009999999776482582,42
deepar,hepatite,1,origin_201912,3522208,240,0.0,0.0,42
deepar,hepatite,3,origin_201912,3522208,242,0.0,0.09999999403953552,42
deepar,hepatite,6,origin_201912,3522208,245,0.0,0.009999999776482582,42
deepar,hepatite,12,origin_201912,3522208,251,0.0,0.04999999701976776,42
deepar,hepatite,1,origin_201912,3525904,240,0.0,0.38999998569488525,42
deepar,hepatite,3,origin_201912,3525904,242,0.0,0.03999999910593033,42
deepar,hepatite,6,origin_201912,3525904,245,0.0,0.0,42
deepar,hepatite,12,origin_201912,3525904,251,0.0,0.429999977350235,42
deepar,hepatite,1,origin_201912,3529401,240,0.0,0.009999999776482582,42
deepar,hepatite,3,origin_201912,3529401,242,0.0,0.009999999776482582,42
deepar,hepatite,6,origin_201912,3529401,245,0.0,0.0,42
deepar,hepatite,12,origin_201912,3529401,251,0.0,0.0,42
deepar,hepatite,1,origin_201912,3534401,240,1.0,0.6100000143051147,42
deepar,hepatite,3,origin_201912,3534401,242,0.0,0.4899999797344208,42
deepar,hepatite,6,origin_201912,3534401,245,0.0,0.22999998927116394,42
deepar,hepatite,12,origin_201912,3534401,251,1.0,0.2800000011920929,42
deepar,hepatite,1,origin_201912,3536505,240,0.0,0.3100000023841858,42
deepar,hepatite,3,origin_201912,3536505,242,0.0,0.85999995470047,42
deepar,hepatite,6,origin_201912,3536505,245,0.0,1.659999966621399,42
deepar,hepatite,12,origin_201912,3536505,251,0.0,0.05999999865889549,42
