disease,model,origin,horizon,feature,importance,importance_norm
hanseniase,catboost,origin_202112,3,evapot_l12,0.4714792345035018,0.0047147923450350186
hanseniase,catboost,origin_202112,3,precip_l0,1.044679319303035,0.010446793193030351
hanseniase,catboost,origin_202112,3,precip_l1,1.8206379194030928,0.018206379194030932
hanseniase,catboost,origin_202112,3,precip_l3,1.9724382230283917,0.01972438223028392
hanseniase,catboost,origin_202112,3,precip_l12,3.0136441198816093,0.0301364411988161
hanseniase,catboost,origin_202112,3,temp_min_l0,1.757105414398995,0.017571054143989955
hanseniase,catboost,origin_202112,3,temp_min_l1,1.9658013159740984,0.019658013159740986
hanseniase,catboost,origin_202112,3,temp_min_l3,3.6547862782214997,0.036547862782215
hanseniase,catboost,origin_202112,3,temp_min_l12,1.0586295085848134,0.010586295085848135
hanseniase,catboost,origin_202112,3,temp_max_l0,2.1040113719363784,0.021040113719363786
hanseniase,catboost,origin_202112,3,temp_max_l1,1.8610443444006532,0.018610443444006534
hanseniase,catboost,origin_202112,3,temp_max_l3,1.339439356244023,0.013394393562440233
hanseniase,catboost,origin_202112,3,temp_max_l12,0.8459220063173662,0.008459220063173664
hanseniase,catboost,origin_202112,3,umid_l0,1.5227775923508822,0.015227775923508824
hanseniase,catboost,origin_202112,3,umid_l1,1.6682275679210987,0.01668227567921099
hanseniase,catboost,origin_202112,3,umid_l3,1.5846749370405373,0.015846749370405377
hanseniase,catboost,origin_202112,3,umid_l12,1.4904745967633506,0.014904745967633509
hanseniase,catboost,origin_202112,3,populacao,5.695777605983254,0.05695777605983255
hanseniase,catboost,origin_202112,3,dens_demog,2.7717679525173256,0.02771767952517326
hanseniase,catboost,origin_202112,3,ppc,7.050280377819707,0.07050280377819708
hanseniase,catboost,origin_202112,3,urbanizacao,2.119935137661965,0.02119935137661965
hanseniase,catboost,origin_202112,3,tgt_month,1.132333772015628,0.011323337720156281
hanseniase,catboost,origin_202112,3,mun_id,5.607519223869653,0.056075192238696545
hanseniase,xgboost,origin_202112,3,n_hanseniase_l0,0.19951501488685608,0.19951501488685608
hanseniase,xgboost,origin_202112,3,n_hanseniase_l1,0.08706245571374893,0.08706245571374893
hanseniase,xgboost,origin_202112,3,n_hanseniase_l2,0.02294086292386055,0.02294086292386055
hanseniase,xgboost,origin_202112,3,n_hanseniase_l3,0.0036543789319694042,0.0036543789319694042
hanseniase,xgboost,origin_202112,3,n_hanseniase_l6,0.0027598622255027294,0.0027598622255027294
hanseniase,xgboost,origin_202112,3,n_hanseniase_l12,0.002632591174915433,0.002632591174915433
hanseniase,xgboost,origin_202112,3,n_hanseniase_l13,0.002161891432479024,0.002161891432479024
hanseniase,xgboost,origin_202112,3,n_hanseniase_r3,0.1142047718167305,0.1142047718167305
hanseniase,xgboost,origin_202112,3,n_hanseniase_r6,0.36006230115890503,0.36006230115890503
hanseniase,xgboost,origin_202112,3,n_hanseniase_r12,0.13260655105113983,0.13260655105113983
hanseniase,xgboost,origin_202112,3,evapot_l0,0.002126650884747505,0.002126650884747505
hanseniase,xgboost,origin_202112,3,evapot_l1,0.0021344018168747425,0.0021344018168747425
hanseniase,xgboost,origin_202112,3,evapot_l3,0.0019510246347635984,0.0019510246347635984
hanseniase,xgboost,origin_202112,3,evapot_l12,0.002205930184572935,0.002205930184572935
hanseniase,xgboost,origin_202112,3,precip_l0,0.001976552652195096,0.001976552652195096
hanseniase,xgboost,origin_202112,3,precip_l1,0.00248366198502481,0.00248366198502481
hanseniase,xgboost,origin_202112,3,precip_l3,0.0023628126364201307,0.0023628126364201307
hanseniase,xgboost,origin_202112,3,precip_l12,0.0026376040186733007,0.0026376040186733007
hanseniase,xgboost,origin_202112,3,temp_min_l0,0.0023860353976488113,0.0023860353976488113
hanseniase,xgboost,origin_202112,3,temp_min_l1,0.0025209952145814896,0.0025209952145814896
hanseniase,xgboost,origin_202112,3,temp_min_l3,0.0021014860831201077,0.0021014860831201077
hanseniase,xgboost,origin_202112,3,temp_min_l12,0.0023482765536755323,0.0023482765536755323
hanseniase,xgboost,origin_202112,3,temp_max_l0,0.002595601137727499,0.002595601137727499
hanseniase,xgboost,origin_202112,3,temp_max_l1,0.002264621201902628,0.002264621201902628
hanseniase,xgboost,origin_202112,3,temp_max_l3,0.002330407500267029,0.002330407500267029
hanseniase,xgboost,origin_202112,3,temp_max_l12,0.0022426703944802284,0.0022426703944802284
hanseniase,xgboost,origin_202112,3,umid_l0,0.002687163418158889,0.002687163418158889
hanseniase,xgboost,origin_202112,3,umid_l1,0.0022323131561279297,0.0022323131561279297
hanseniase,xgboost,origin_202112,3,umid_l3,0.0021533058024942875,0.0021533058024942875
hanseniase,xgboost,origin_202112,3,umid_l12,0.0023368815891444683,0.0023368815891444683
hanseniase,xgboost,origin_202112,3,populacao,0.002869368763640523,0.002869368763640523
hanseniase,xgboost,origin_202112,3,dens_demog,0.002596525475382805,0.002596525475382805
hanseniase,xgboost,origin_202112,3,ppc,0.005417679902166128,0.005417679902166128
hanseniase,xgboost,origin_202112,3,urbanizacao,0.0022796730045229197,0.0022796730045229197
hanseniase,xgboost,origin_202112,3,tgt_month,0.0028008492663502693,0.0028008492663502693
hanseniase,xgboost,origin_202112,3,mun_id,0.010356875136494637,0.010356875136494637
hanseniase,lgbm,origin_202112,6,n_hanseniase_l0,13.0,0.0021666666666666666
hanseniase,lgbm,origin_202112,6,n_hanseniase_l1,62.0,0.010333333333333333
hanseniase,lgbm,origin_202112,6,n_hanseniase_l2,27.0,0.0045
hanseniase,lgbm,origin_202112,6,n_hanseniase_l3,65.0,0.010833333333333334
hanseniase,lgbm,origin_202112,6,n_hanseniase_l6,50.0,0.008333333333333333
hanseniase,lgbm,origin_202112,6,n_hanseniase_l12,47.0,0.007833333333333333
hanseniase,lgbm,origin_202112,6,n_hanseniase_l13,61.0,0.010166666666666666
hanseniase,lgbm,origin_202112,6,n_hanseniase_r3,71.0,0.011833333333333333
hanseniase,lgbm,origin_202112,6,n_hanseniase_r6,110.0,0.018333333333333333
hanseniase,lgbm,origin_202112,6,n_hanseniase_r12,257.0,0.042833333333333334
hanseniase,lgbm,origin_202112,6,evapot_l0,117.0,0.0195
hanseniase,lgbm,origin_202112,6,evapot_l1,162.0,0.027
hanseniase,lgbm,origin_202112,6,evapot_l3,154.0,0.025666666666666667
hanseniase,lgbm,origin_202112,6,evapot_l12,128.0,0.021333333333333333
hanseniase,lgbm,origin_202112,6,precip_l0,233.0,0.03883333333333333
hanseniase,lgbm,origin_202112,6,precip_l1,182.0,0.030333333333333334
hanseniase,lgbm,origin_202112,6,precip_l3,182.0,0.030333333333333334
hanseniase,lgbm,origin_202112,6,precip_l12,220.0,0.03666666666666667
hanseniase,lgbm,origin_202112,6,temp_min_l0,192.0,0.032
hanseniase,lgbm,origin_202112,6,temp_min_l1,136.0,0.02266666666666667
hanseniase,lgbm,origin_202112,6,temp_min_l3,189.0,0.0315
hanseniase,lgbm,origin_202112,6,temp_min_l12,177.0,0.0295
hanseniase,lgbm,origin_202112,6,temp_max_l0,165.0,0.0275
hanseniase,lgbm,origin_202112,6,temp_max_l1,181.0,0.030166666666666668
hanseniase,lgbm,origin_202112,6,temp_max_l3,181.0,0.030166666666666668
hanseniase,lgbm,origin_202112,6,temp_max_l12,201.0,0.0335
hanseniase,lgbm,origin_202112,6,umid_l0,247.0,0.041166666666666664
hanseniase,lgbm,origin_202112,6,umid_l1,228.0,0.038
hanseniase,lgbm,origin_202112,6,umid_l3,229.0,0.03816666666666667
hanseniase,lgbm,origin_202112,6,umid_l12,228.0,0.038
hanseniase,lgbm,origin_202112,6,populacao,385.0,0.06416666666666666
hanseniase,lgbm,origin_202112,6,dens_demog,175.0,0.029166666666666667
hanseniase,lgbm,origin_202112,6,ppc,384.0,0.064
hanseniase,lgbm,origin_202112,6,urbanizacao,168.0,0.028
hanseniase,lgbm,origin_202112,6,tgt_month,102.0,0.017
hanseniase,lgbm,origin_202112,6,mun_id,291.0,0.0485
hanseniase,catboost,origin_202112,6,n_hanseniase_l0,0.9885461723069205,0.009885461723069207
hanseniase,catboost,origin_202112,6,n_hanseniase_l1,1.4417689279016663,0.014417689279016665
hanseniase,catboost,origin_202112,6,n_hanseniase_l2,1.6408004044164621,0.016408004044164624
hanseniase,catboost,origin_202112,6,n_hanseniase_l3,2.424974907966118,0.024249749079661185
hanseniase,catboost,origin_202112,6,n_hanseniase_l6,3.3662866853502886,0.03366286685350289
hanseniase,catboost,origin_202112,6,n_hanseniase_l12,0.6652639989305892,0.0066526399893058925
hanseniase,catboost,origin_202112,6,n_hanseniase_l13,2.3436961009758694,0.023436961009758697
hanseniase,catboost,origin_202112,6,n_hanseniase_r3,1.1205765090984863,0.011205765090984865
hanseniase,catboost,origin_202112,6,n_hanseniase_r6,13.074991524375172,0.13074991524375174
hanseniase,catboost,origin_202112,6,n_hanseniase_r12,9.395985517720069,0.09395985517720071
hanseniase,catboost,origin_202112,6,evapot_l0,1.1359391144564195,0.011359391144564196
hanseniase,catboost,origin_202112,6,evapot_l1,1.2922289821745219,0.01292228982174522
hanseniase,catboost,origin_202112,6,evapot_l3,0.9758404426837852,0.009758404426837853
hanseniase,catboost,origin_202112,6,evapot_l12,1.7101149245117295,0.017101149245117298
hanseniase,catboost,origin_202112,6,precip_l0,2.1069710071739367,0.02106971007173937
hanseniase,catboost,origin_202112,6,precip_l1,2.0756676680928363,0.020756676680928367
hanseniase,catboost,origin_202112,6,precip_l3,1.181562376274034,0.01181562376274034
hanseniase,catboost,origin_202112,6,precip_l12,2.0294108946017557,0.02029410894601756
hanseniase,catboost,origin_202112,6,temp_min_l0,2.220980863009737,0.02220980863009737
hanseniase,catboost,origin_202112,6,temp_min_l1,1.2925999468955152,0.012925999468955153
hanseniase,catboost,origin_202112,6,temp_min_l3,1.3963315235896652,0.013963315235896653
hanseniase,catboost,origin_202112,6,temp_min_l12,2.4838773820331155,0.02483877382033116
hanseniase,catboost,origin_202112,6,temp_max_l0,1.2294692408859067,0.01229469240885907
hanseniase,catboost,origin_202112,6,temp_max_l1,2.544690615346311,0.025446906153463112
hanseniase,catboost,origin_202112,6,temp_max_l3,1.4190671230210037,0.014190671230210039
hanseniase,catboost,origin_202112,6,temp_max_l12,1.860904754501527,0.018609047545015273
hanseniase,catboost,origin_202112,6,umid_l0,2.464239637471208,0.02464239637471208
hanseniase,catboost,origin_202112,6,umid_l1,1.4012968798950511,0.014012968798950514
hanseniase,catboost,origin_202112,6,umid_l3,1.4603030154471046,0.014603030154471048
hanseniase,catboost,origin_202112,6,umid_l12,1.3524143232811654,0.013524143232811656
hanseniase,catboost,origin_202112,6,populacao,11.471524319330006,0.11471524319330008
hanseniase,catboost,origin_202112,6,dens_demog,2.7370556292460155,0.027370556292460158
hanseniase,catboost,origin_202112,6,ppc,8.061117655278837,0.08061117655278838
hanseniase,catboost,origin_202112,6,urbanizacao,2.3532407646947093,0.0235324076469471
hanseniase,catboost,origin_202112,6,tgt_month,0.4343433564747623,0.0043434335647476235
hanseniase,catboost,origin_202112,6,mun_id,4.845916810587705,0.04845916810587706
hanseniase,xgboost,origin_202112,6,n_hanseniase_l0,0.019819067791104317,0.019819069653749466
hanseniase,xgboost,origin_202112,6,n_hanseniase_l1,0.05223347619175911,0.052233483642339706
hanseniase,xgboost,origin_202112,6,n_hanseniase_l2,0.0011188990902155638,0.0011188992066308856
hanseniase,xgboost,origin_202112,6,n_hanseniase_l3,0.026575015857815742,0.02657501958310604
hanseniase,xgboost,origin_202112,6,n_hanseniase_l6,0.003169781295582652,0.0031697817612439394
hanseniase,xgboost,origin_202112,6,n_hanseniase_l12,0.0017173847882077098,0.0017173850210383534
hanseniase,xgboost,origin_202112,6,n_hanseniase_l13,0.0031550542917102575,0.003155054757371545
hanseniase,xgboost,origin_202112,6,n_hanseniase_r3,0.4229694604873657,0.4229695200920105
hanseniase,xgboost,origin_202112,6,n_hanseniase_r6,0.14216087758541107,0.14216089248657227
hanseniase,xgboost,origin_202112,6,n_hanseniase_r12,0.2537666857242584,0.2537667155265808
hanseniase,xgboost,origin_202112,6,evapot_l0,0.0019894656725227833,0.001989465905353427
hanseniase,xgboost,origin_202112,6,evapot_l1,0.0020287013612687588,0.0020287015940994024
hanseniase,xgboost,origin_202112,6,evapot_l3,0.0016478484030812979,0.0016478486359119415
hanseniase,xgboost,origin_202112,6,evapot_l12,0.00252419151365757,0.0025241917464882135
hanseniase,xgboost,origin_202112,6,precip_l0,0.0023760937619954348,0.0023760939948260784
hanseniase,xgboost,origin_202112,6,precip_l1,0.0025560909416526556,0.0025560911744832993
hanseniase,xgboost,origin_202112,6,precip_l3,0.001863794052042067,0.0018637942848727107
hanseniase,xgboost,origin_202112,6,precip_l12,0.0020211907103657722,0.002021190943196416
hanseniase,xgboost,origin_202112,6,temp_min_l0,0.0019759172573685646,0.0019759174901992083
hanseniase,xgboost,origin_202112,6,temp_min_l1,0.0019016301957890391,0.0019016304286196828
hanseniase,xgboost,origin_202112,6,temp_min_l3,0.0023402490187436342,0.002340249251574278
hanseniase,xgboost,origin_202112,6,temp_min_l12,0.002555904444307089,0.0025559046771377325
hanseniase,xgboost,origin_202112,6,temp_max_l0,0.0023520065005868673,0.002352006733417511
hanseniase,xgboost,origin_202112,6,temp_max_l1,0.001990402117371559,0.001990402350202203
hanseniase,xgboost,origin_202112,6,temp_max_l3,0.001948344986885786,0.0019483452197164297
hanseniase,xgboost,origin_202112,6,temp_max_l12,0.002608991228044033,0.0026089914608746767
hanseniase,xgboost,origin_202112,6,umid_l0,0.0019394110422581434,0.001939411275088787
hanseniase,xgboost,origin_202112,6,umid_l1,0.0020625039469450712,0.002062504179775715
hanseniase,xgboost,origin_202112,6,umid_l3,0.00200087483972311,0.002000875072553754
hanseniase,xgboost,origin_202112,6,umid_l12,0.0019228068413212895,0.0019228070741519332
hanseniase,xgboost,origin_202112,6,populacao,0.0034347502514719963,0.0034347507171332836
hanseniase,xgboost,origin_202112,6,dens_demog,0.003039425006136298,0.0030394254717975855
hanseniase,xgboost,origin_202112,6,ppc,0.005756395403295755,0.005756395868957043
hanseniase,xgboost,origin_202112,6,urbanizacao,0.0031799108255654573,0.0031799112912267447
hanseniase,xgboost,origin_202112,6,tgt_month,0.0022985234390944242,0.002298523671925068
hanseniase,xgboost,origin_202112,6,mun_id,0.012998813763260841,0.01299881562590599
hanseniase,lgbm,origin_202112,12,n_hanseniase_l0,46.0,0.007666666666666666
hanseniase,lgbm,origin_202112,12,n_hanseniase_l1,44.0,0.007333333333333333
hanseniase,lgbm,origin_202112,12,n_hanseniase_l2,25.0,0.004166666666666667
hanseniase,lgbm,origin_202112,12,n_hanseniase_l3,30.0,0.005
hanseniase,lgbm,origin_202112,12,n_hanseniase_l6,41.0,0.006833333333333334
hanseniase,lgbm,origin_202112,12,n_hanseniase_l12,45.0,0.0075
hanseniase,lgbm,origin_202112,12,n_hanseniase_l13,53.0,0.008833333333333334
hanseniase,lgbm,origin_202112,12,n_hanseniase_r3,62.0,0.010333333333333333
hanseniase,lgbm,origin_202112,12,n_hanseniase_r6,144.0,0.024
hanseniase,lgbm,origin_202112,12,n_hanseniase_r12,200.0,0.03333333333333333
hanseniase,lgbm,origin_202112,12,evapot_l0,188.0,0.03133333333333333
hanseniase,lgbm,origin_202112,12,evapot_l1,130.0,0.021666666666666667
hanseniase,lgbm,origin_202112,12,evapot_l3,158.0,0.026333333333333334
hanseniase,lgbm,origin_202112,12,evapot_l12,162.0,0.027
hanseniase,lgbm,origin_202112,12,precip_l0,227.0,0.03783333333333333
hanseniase,lgbm,origin_202112,12,precip_l1,174.0,0.029
hanseniase,lgbm,origin_202112,12,precip_l3,215.0,0.035833333333333335
hanseniase,lgbm,origin_202112,12,precip_l12,199.0,0.033166666666666664
hanseniase,lgbm,origin_202112,12,temp_min_l0,182.0,0.030333333333333334
hanseniase,lgbm,origin_202112,12,temp_min_l1,237.0,0.0395
hanseniase,lgbm,origin_202112,12,temp_min_l3,202.0,0.033666666666666664
hanseniase,lgbm,origin_202112,12,temp_min_l12,170.0,0.028333333333333332
hanseniase,lgbm,origin_202112,12,temp_max_l0,198.0,0.033
hanseniase,lgbm,origin_202112,12,temp_max_l1,173.0,0.028833333333333332
hanseniase,lgbm,origin_202112,12,temp_max_l3,166.0,0.027666666666666666
hanseniase,lgbm,origin_202112,12,temp_max_l12,176.0,0.029333333333333333
hanseniase,lgbm,origin_202112,12,umid_l0,162.0,0.027
hanseniase,lgbm,origin_202112,12,umid_l1,172.0,0.028666666666666667
hanseniase,lgbm,origin_202112,12,umid_l3,192.0,0.032
hanseniase,lgbm,origin_202112,12,umid_l12,199.0,0.033166666666666664
hanseniase,lgbm,origin_202112,12,populacao,415.0,0.06916666666666667
hanseniase,lgbm,origin_202112,12,dens_demog,224.0,0.037333333333333336
hanseniase,lgbm,origin_202112,12,ppc,382.0,0.06366666666666666
hanseniase,lgbm,origin_202112,12,urbanizacao,232.0,0.03866666666666667
hanseniase,lgbm,origin_202112,12,tgt_month,77.0,0.012833333333333334
hanseniase,lgbm,origin_202112,12,mun_id,298.0,0.049666666666666665
hanseniase,catboost,origin_202112,12,n_hanseniase_l0,0.6015342127334116,0.006015342127334115
hanseniase,catboost,origin_202112,12,n_hanseniase_l1,2.2647267072361217,0.022647267072361216
hanseniase,catboost,origin_202112,12,n_hanseniase_l2,2.8730840057186033,0.028730840057186034
hanseniase,catboost,origin_202112,12,n_hanseniase_l3,2.226120966310455,0.02226120966310455
hanseniase,catboost,origin_202112,12,n_hanseniase_l6,1.1121589314973999,0.011121589314974
hanseniase,catboost,origin_202112,12,n_hanseniase_l12,0.9244383568262525,0.009244383568262526
hanseniase,catboost,origin_202112,12,n_hanseniase_l13,0.5202374703297773,0.005202374703297773
hanseniase,catboost,origin_202112,12,n_hanseniase_r3,2.2763912159129824,0.022763912159129825
hanseniase,catboost,origin_202112,12,n_hanseniase_r6,8.918207078395529,0.08918207078395529
hanseniase,catboost,origin_202112,12,n_hanseniase_r12,13.130893710609497,0.13130893710609498
hanseniase,catboost,origin_202112,12,evapot_l0,1.2042068803300536,0.012042068803300537
hanseniase,catboost,origin_202112,12,evapot_l1,2.0246920273081868,0.020246920273081868
hanseniase,catboost,origin_202112,12,evapot_l3,0.9968139275242971,0.009968139275242972
hanseniase,catboost,origin_202112,12,evapot_l12,1.4754559625070003,0.014754559625070003
hanseniase,catboost,origin_202112,12,precip_l0,1.5668088275141616,0.015668088275141615
hanseniase,catboost,origin_202112,12,precip_l1,0.8899731745794003,0.008899731745794002
hanseniase,catboost,origin_202112,12,precip_l3,2.3886509457082874,0.023886509457082875
hanseniase,catboost,origin_202112,12,precip_l12,1.9802545999203114,0.019802545999203114
hanseniase,catboost,origin_202112,12,temp_min_l0,2.3795369860093936,0.023795369860093937
hanseniase,catboost,origin_202112,12,temp_min_l1,1.4461572005240544,0.014461572005240543
hanseniase,catboost,origin_202112,12,temp_min_l3,1.5012519563345392,0.015012519563345393
hanseniase,catboost,origin_202112,12,temp_min_l12,1.2328030483432222,0.012328030483432222
hanseniase,catboost,origin_202112,12,temp_max_l0,1.4836014761238738,0.014836014761238739
hanseniase,catboost,origin_202112,12,temp_max_l1,1.7072088811087172,0.017072088811087172
hanseniase,catboost,origin_202112,12,temp_max_l3,1.5474661879903566,0.015474661879903566
hanseniase,catboost,origin_202112,12,temp_max_l12,1.3664873765924455,0.013664873765924455
hanseniase,catboost,origin_202112,12,umid_l0,1.1412809138948323,0.011412809138948323
hanseniase,catboost,origin_202112,12,umid_l1,1.7061821857984982,0.017061821857984983
hanseniase,catboost,origin_202112,12,umid_l3,2.0036301306266657,0.020036301306266657
hanseniase,catboost,origin_202112,12,umid_l12,1.7751573913010366,0.017751573913010365
hanseniase,catboost,origin_202112,12,populacao,7.595029643521888,0.07595029643521888
hanseniase,catboost,origin_202112,12,dens_demog,2.4492251000614456,0.024492251000614456
hanseniase,catboost,origin_202112,12,ppc,10.559953087780594,0.10559953087780594
hanseniase,catboost,origin_202112,12,urbanizacao,6.046069030240844,0.060460690302408436
hanseniase,catboost,origin_202112,12,tgt_month,0.4897311990362484,0.004897311990362484
hanseniase,catboost,origin_202112,12,mun_id,6.19457920374962,0.0619457920374962
hanseniase,xgboost,origin_202112,12,n_hanseniase_l0,0.03004687838256359,0.03004687838256359
hanseniase,xgboost,origin_202112,12,n_hanseniase_l1,0.008579162880778313,0.008579162880778313
hanseniase,xgboost,origin_202112,12,n_hanseniase_l2,0.001794597483240068,0.001794597483240068
hanseniase,xgboost,origin_202112,12,n_hanseniase_l3,0.0027473405934870243,0.0027473405934870243
hanseniase,xgboost,origin_202112,12,n_hanseniase_l6,0.0023390010464936495,0.0023390010464936495
hanseniase,xgboost,origin_202112,12,n_hanseniase_l12,0.002597314305603504,0.002597314305603504
hanseniase,xgboost,origin_202112,12,n_hanseniase_l13,0.08260643482208252,0.08260643482208252
hanseniase,xgboost,origin_202112,12,n_hanseniase_r3,0.10048156976699829,0.10048156976699829
hanseniase,xgboost,origin_202112,12,n_hanseniase_r6,0.20598796010017395,0.20598796010017395
hanseniase,xgboost,origin_202112,12,n_hanseniase_r12,0.402579128742218,0.402579128742218
hanseniase,xgboost,origin_202112,12,evapot_l0,0.002591464901342988,0.002591464901342988
hanseniase,xgboost,origin_202112,12,evapot_l1,0.002933248644694686,0.002933248644694686
hanseniase,xgboost,origin_202112,12,evapot_l3,0.0020503485575318336,0.0020503485575318336
hanseniase,xgboost,origin_202112,12,evapot_l12,0.0023982038255780935,0.0023982038255780935
hanseniase,xgboost,origin_202112,12,precip_l0,0.003080085152760148,0.003080085152760148
hanseniase,xgboost,origin_202112,12,precip_l1,0.0021336544305086136,0.0021336544305086136
hanseniase,xgboost,origin_202112,12,precip_l3,0.003135328646749258,0.003135328646749258
hanseniase,xgboost,origin_202112,12,precip_l12,0.0024278974160552025,0.0024278974160552025
hanseniase,xgboost,origin_202112,12,temp_min_l0,0.002324480563402176,0.002324480563402176
hanseniase,xgboost,origin_202112,12,temp_min_l1,0.0028331594076007605,0.0028331594076007605
hanseniase,xgboost,origin_202112,12,temp_min_l3,0.0026433600578457117,0.0026433600578457117
hanseniase,xgboost,origin_202112,12,temp_min_l12,0.002771301893517375,0.002771301893517375
hanseniase,xgboost,origin_202112,12,temp_max_l0,0.002402662765234709,0.002402662765234709
hanseniase,xgboost,origin_202112,12,temp_max_l1,0.00263440259732306,0.00263440259732306
hanseniase,xgboost,origin_202112,12,temp_max_l3,0.0023331798147410154,0.0023331798147410154
hanseniase,xgboost,origin_202112,12,temp_max_l12,0.002383221872150898,0.002383221872150898
hanseniase,xgboost,origin_202112,12,umid_l0,0.0025066921953111887,0.0025066921953111887
hanseniase,xgboost,origin_202112,12,umid_l1,0.002300281310454011,0.002300281310454011
hanseniase,xgboost,origin_202112,12,umid_l3,0.0023210083600133657,0.0023210083600133657
hanseniase,xgboost,origin_202112,12,umid_l12,0.002372711431235075,0.002372711431235075
hanseniase,xgboost,origin_202112,12,populacao,0.005444352049380541,0.005444352049380541
hanseniase,xgboost,origin_202112,12,dens_demog,0.003436359344050288,0.003436359344050288
hanseniase,xgboost,origin_202112,12,ppc,0.010266886092722416,0.010266886092722416
hanseniase,xgboost,origin_202112,12,urbanizacao,0.0049588000401854515,0.0049588000401854515
hanseniase,xgboost,origin_202112,12,tgt_month,0.00307786394841969,0.00307786394841969
hanseniase,xgboost,origin_202112,12,mun_id,0.08247970044612885,0.08247970044612885
hanseniase,lgbm,origin_202212,1,n_hanseniase_l0,86.0,0.014333333333333333
hanseniase,lgbm,origin_202212,1,n_hanseniase_l1,61.0,0.010166666666666666
hanseniase,lgbm,origin_202212,1,n_hanseniase_l2,33.0,0.0055
hanseniase,lgbm,origin_202212,1,n_hanseniase_l3,67.0,0.011166666666666667
hanseniase,lgbm,origin_202212,1,n_hanseniase_l6,63.0,0.0105
hanseniase,lgbm,origin_202212,1,n_hanseniase_l12,68.0,0.011333333333333334
hanseniase,lgbm,origin_202212,1,n_hanseniase_l13,65.0,0.010833333333333334
hanseniase,lgbm,origin_202212,1,n_hanseniase_r3,112.0,0.018666666666666668
hanseniase,lgbm,origin_202212,1,n_hanseniase_r6,127.0,0.021166666666666667
hanseniase,lgbm,origin_202212,1,n_hanseniase_r12,238.0,0.03966666666666667
hanseniase,lgbm,origin_202212,1,evapot_l0,142.0,0.023666666666666666
hanseniase,lgbm,origin_202212,1,evapot_l1,132.0,0.022
hanseniase,lgbm,origin_202212,1,evapot_l3,197.0,0.03283333333333333
hanseniase,lgbm,origin_202212,1,evapot_l12,149.0,0.024833333333333332
hanseniase,lgbm,origin_202212,1,precip_l0,196.0,0.03266666666666666
hanseniase,lgbm,origin_202212,1,precip_l1,213.0,0.0355
hanseniase,lgbm,origin_202212,1,precip_l3,192.0,0.032
hanseniase,lgbm,origin_202212,1,precip_l12,192.0,0.032
hanseniase,lgbm,origin_202212,1,temp_min_l0,210.0,0.035
hanseniase,lgbm,origin_202212,1,temp_min_l1,139.0,0.023166666666666665
hanseniase,lgbm,origin_202212,1,temp_min_l3,225.0,0.0375
hanseniase,lgbm,origin_202212,1,temp_min_l12,221.0,0.036833333333333336
hanseniase,lgbm,origin_202212,1,temp_max_l0,182.0,0.030333333333333334
hanseniase,lgbm,origin_202212,1,temp_max_l1,166.0,0.027666666666666666
hanseniase,lgbm,origin_202212,1,temp_max_l3,201.0,0.0335
hanseniase,lgbm,origin_202212,1,temp_max_l12,222.0,0.037
hanseniase,lgbm,origin_202212,1,umid_l0,262.0,0.043666666666666666
hanseniase,lgbm,origin_202212,1,umid_l1,230.0,0.03833333333333333
hanseniase,lgbm,origin_202212,1,umid_l3,201.0,0.0335
hanseniase,lgbm,origin_202212,1,umid_l12,193.0,0.03216666666666667
hanseniase,lgbm,origin_202212,1,populacao,310.0,0.051666666666666666
hanseniase,lgbm,origin_202212,1,dens_demog,126.0,0.021
hanseniase,lgbm,origin_202212,1,ppc,237.0,0.0395
hanseniase,lgbm,origin_202212,1,urbanizacao,135.0,0.0225
hanseniase,lgbm,origin_202212,1,tgt_month,141.0,0.0235
hanseniase,lgbm,origin_202212,1,mun_id,266.0,0.044333333333333336
hanseniase,catboost,origin_202212,1,n_hanseniase_l0,6.490820232834391,0.06490820232834393
hanseniase,catboost,origin_202212,1,n_hanseniase_l1,1.313950684797739,0.013139506847977395
hanseniase,catboost,origin_202212,1,n_hanseniase_l2,0.2696590938912395,0.002696590938912396
hanseniase,catboost,origin_202212,1,n_hanseniase_l3,3.800561522299862,0.03800561522299864
hanseniase,catboost,origin_202212,1,n_hanseniase_l6,3.0245077329429,0.030245077329429014
hanseniase,catboost,origin_202212,1,n_hanseniase_l12,0.9792268609282888,0.009792268609282893
hanseniase,catboost,origin_202212,1,n_hanseniase_l13,2.3545568131413193,0.023545568131413203
hanseniase,catboost,origin_202212,1,n_hanseniase_r3,7.897105744084097,0.078971057440841
hanseniase,catboost,origin_202212,1,n_hanseniase_r6,8.109222856356572,0.08109222856356575
hanseniase,catboost,origin_202212,1,n_hanseniase_r12,17.34739500729772,0.17347395007297728
hanseniase,catboost,origin_202212,1,evapot_l0,1.3070539517994673,0.013070539517994677
hanseniase,catboost,origin_202212,1,evapot_l1,0.7287721822611926,0.007287721822611929
hanseniase,catboost,origin_202212,1,evapot_l3,2.179092197109165,0.021790921971091656
hanseniase,catboost,origin_202212,1,evapot_l12,1.377861485173086,0.013778614851730864
hanseniase,catboost,origin_202212,1,precip_l0,0.9806785015060004,0.009806785015060009
hanseniase,catboost,origin_202212,1,precip_l1,1.211703890304241,0.012117038903042415
hanseniase,catboost,origin_202212,1,precip_l3,1.7993070297852214,0.017993070297852222
hanseniase,catboost,origin_202212,1,precip_l12,0.9900504854976303,0.009900504854976308
